Latitude (decimal degrees):	42.605
Longitude (decimal degrees):	23.482
Elevation (m):	699
Radiation database:	PVGIS-SARAH2


Slope: 17 deg. 
Azimuth: 7 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201115:1410,70.4,39.66,7.85,8.79,0.76,0.0
20201115:1510,0.0,0.0,0.0,7.8,0.55,0.0
20201115:1610,0.0,0.0,0.0,7.36,0.14,0.0
20201115:1710,0.0,0.0,0.0,6.72,0.55,0.0
20201115:1810,0.0,0.0,0.0,5.65,0.9,0.0
20201115:1910,0.0,0.0,0.0,4.13,0.97,0.0
20201115:2010,0.0,0.0,0.0,2.66,1.24,0.0
20201115:2110,0.0,0.0,0.0,1.52,1.38,0.0
20201115:2210,0.0,0.0,0.0,0.63,1.45,0.0
20201115:2310,0.0,0.0,0.0,0.07,1.45,0.0
20201116:0010,0.0,0.0,0.0,-0.38,1.52,0.0
20201116:0110,0.0,0.0,0.0,-0.66,1.52,0.0
20201116:0210,0.0,0.0,0.0,-0.86,1.52,0.0
20201116:0310,0.0,0.0,0.0,-0.91,1.52,0.0
20201116:0410,0.0,0.0,0.0,-0.96,1.52,0.0
20201116:0510,0.0,0.0,0.0,-0.97,1.52,0.0
20201116:0610,270.91,120.38,7.44,-0.81,1.38,0.0
20201116:0710,789.47,296.06,15.92,1.82,1.03,0.0
20201116:0810,946.46,352.21,22.68,5.39,0.9,0.0
20201116:0910,873.95,330.1,27.12,8.0,0.76,0.0
20201116:1010,1747.78,667.16,28.7,9.72,0.76,0.0
20201116:1110,1703.58,652.04,27.2,10.78,0.83,0.0
20201116:1210,1504.96,575.23,22.83,11.31,0.83,0.0
20201116:1310,1144.67,442.12,16.12,11.37,0.76,0.0
20201116:1410,74.37,41.6,7.68,10.82,0.48,0.0
20201116:1510,0.0,0.0,0.0,9.26,0.76,0.0
20201116:1610,0.0,0.0,0.0,7.5,1.1,0.0
20201116:1710,0.0,0.0,0.0,6.12,1.24,0.0
20201116:1810,0.0,0.0,0.0,4.98,1.38,0.0
20201116:1910,0.0,0.0,0.0,4.56,1.38,0.0
20201116:2010,0.0,0.0,0.0,3.64,1.52,0.0
20201116:2110,0.0,0.0,0.0,3.04,1.45,0.0
20201116:2210,0.0,0.0,0.0,2.65,1.45,0.0
20201116:2310,0.0,0.0,0.0,2.34,1.45,0.0
20201117:0010,0.0,0.0,0.0,2.14,1.38,0.0
20201117:0110,0.0,0.0,0.0,1.92,1.38,0.0
20201117:0210,0.0,0.0,0.0,1.63,1.38,0.0
20201117:0310,0.0,0.0,0.0,1.46,1.38,0.0
20201117:0410,0.0,0.0,0.0,1.37,1.31,0.0
20201117:0510,0.0,0.0,0.0,1.43,1.31,0.0
20201117:0610,94.88,49.07,7.22,1.67,1.24,0.0
20201117:0710,271.87,112.95,15.68,3.04,0.69,0.0
20201117:0810,362.59,147.17,22.43,7.07,0.41,0.0
20201117:0910,434.11,174.55,26.86,9.42,0.28,0.0
20201117:1010,550.78,217.74,28.45,10.85,0.41,0.0
20201117:1110,617.22,242.21,26.97,11.6,0.55,0.0
20201117:1210,1316.96,503.66,22.62,11.97,0.76,0.0
20201117:1310,338.75,141.4,15.94,11.95,0.97,0.0
20201117:1410,86.21,46.43,7.53,11.14,1.1,0.0
20201117:1510,0.0,0.0,0.0,9.7,1.17,0.0
20201117:1610,0.0,0.0,0.0,7.68,1.1,0.0
20201117:1710,0.0,0.0,0.0,6.93,0.9,0.0
20201117:1810,0.0,0.0,0.0,6.31,0.9,0.0
20201117:1910,0.0,0.0,0.0,5.38,0.76,0.0
20201117:2010,0.0,0.0,0.0,5.21,0.41,0.0
20201117:2110,0.0,0.0,0.0,4.7,0.62,0.0
20201117:2210,0.0,0.0,0.0,4.29,0.62,0.0
20201117:2310,0.0,0.0,0.0,4.18,0.48,0.0
20201118:0010,0.0,0.0,0.0,4.03,0.48,0.0
20201118:0110,0.0,0.0,0.0,3.91,0.34,0.0
20201118:0210,0.0,0.0,0.0,3.8,0.28,0.0
20201118:0310,0.0,0.0,0.0,3.5,0.48,0.0
20201118:0410,0.0,0.0,0.0,3.16,0.48,0.0
20201118:0510,0.0,0.0,0.0,3.1,0.41,0.0
20201118:0610,139.84,68.7,7.0,3.25,0.62,0.0
20201118:0710,161.89,73.68,15.45,4.02,0.62,0.0
20201118:0810,153.54,70.73,22.19,4.56,0.97,0.0
20201118:0910,150.46,69.75,26.62,5.22,1.24,0.0
20201118:1010,147.49,68.77,28.21,5.69,1.38,0.0
20201118:1110,171.36,77.61,26.74,5.81,1.38,0.0
20201118:1210,147.46,68.77,22.42,5.77,1.52,0.0
20201118:1310,65.82,37.33,15.77,5.63,1.38,0.0
20201118:1410,57.44,33.86,7.37,5.35,1.52,0.0
20201118:1510,0.0,0.0,0.0,4.92,1.1,0.0
20201118:1610,0.0,0.0,0.0,4.61,1.31,0.0
20201118:1710,0.0,0.0,0.0,4.42,1.1,0.0
20201118:1810,0.0,0.0,0.0,4.29,1.17,0.0
20201118:1910,0.0,0.0,0.0,4.4,1.17,0.0
20201118:2010,0.0,0.0,0.0,4.26,1.17,0.0
20201118:2110,0.0,0.0,0.0,4.22,1.31,0.0
20201118:2210,0.0,0.0,0.0,4.08,1.31,0.0
20201118:2310,0.0,0.0,0.0,3.75,1.1,0.0
20201119:0010,0.0,0.0,0.0,3.79,1.52,0.0
20201119:0110,0.0,0.0,0.0,3.83,1.31,0.0
20201119:0210,0.0,0.0,0.0,3.87,1.52,0.0
20201119:0310,0.0,0.0,0.0,3.72,1.59,0.0
20201119:0410,0.0,0.0,0.0,3.74,1.59,0.0
20201119:0510,0.0,0.0,0.0,3.65,1.66,0.0
20201119:0610,209.02,98.23,6.78,3.72,1.79,0.0
20201119:0710,942.46,355.61,15.22,4.24,1.72,0.0
20201119:0810,899.84,332.68,21.95,4.77,1.93,0.0
20201119:0910,1200.93,440.39,26.37,5.46,2.0,0.0
20201119:1010,1012.8,373.79,27.97,6.05,2.14,0.0
20201119:1110,1263.74,465.3,26.52,6.92,2.21,0.0
20201119:1210,1136.29,419.92,22.23,7.17,2.21,0.0
20201119:1310,836.86,315.56,15.6,7.13,2.34,0.0
20201119:1410,71.3,39.66,7.23,6.58,2.0,0.0
20201119:1510,0.0,0.0,0.0,5.38,1.52,0.0
20201119:1610,0.0,0.0,0.0,3.94,1.38,0.0
20201119:1710,0.0,0.0,0.0,2.66,1.31,0.0
20201119:1810,0.0,0.0,0.0,1.6,1.24,0.0
20201119:1910,0.0,0.0,0.0,1.08,1.17,0.0
20201119:2010,0.0,0.0,0.0,0.74,1.1,0.0
20201119:2110,0.0,0.0,0.0,0.19,1.17,0.0
20201119:2210,0.0,0.0,0.0,-0.37,1.31,0.0
20201119:2310,0.0,0.0,0.0,-0.83,1.31,0.0
20201120:0010,0.0,0.0,0.0,-1.03,1.31,0.0
20201120:0110,0.0,0.0,0.0,-1.17,1.24,0.0
20201120:0210,0.0,0.0,0.0,-0.83,1.03,0.0
20201120:0310,0.0,0.0,0.0,-0.76,0.97,0.0
20201120:0410,0.0,0.0,0.0,-1.21,1.03,0.0
20201120:0510,0.0,0.0,0.0,-0.84,0.9,0.0
20201120:0610,223.71,103.54,6.57,-0.4,0.55,0.0
20201120:0710,465.92,179.99,14.99,0.18,0.62,0.0
20201120:0810,398.75,156.65,21.71,2.32,0.9,0.0
20201120:0910,658.05,247.84,26.13,3.81,1.03,0.0
20201120:1010,1090.37,402.22,27.74,5.05,1.17,0.0
20201120:1110,1755.2,655.4,26.31,6.01,1.03,0.0
20201120:1210,1474.11,548.4,22.04,6.42,1.1,0.0
20201120:1310,1084.42,407.76,15.43,6.31,1.24,0.0
20201120:1410,96.22,49.34,7.09,5.51,1.31,0.0
20201120:1510,0.0,0.0,0.0,4.07,1.38,0.0
20201120:1610,0.0,0.0,0.0,2.71,1.31,0.0
20201120:1710,0.0,0.0,0.0,1.21,1.17,0.0
20201120:1810,0.0,0.0,0.0,0.25,1.1,0.0
20201120:1910,0.0,0.0,0.0,0.08,0.9,0.0
20201120:2010,0.0,0.0,0.0,-0.1,0.83,0.0
20201120:2110,0.0,0.0,0.0,-0.26,0.76,0.0
20201120:2210,0.0,0.0,0.0,-0.13,0.48,0.0
20201120:2310,0.0,0.0,0.0,-0.29,0.34,0.0
20201121:0010,0.0,0.0,0.0,-0.33,0.28,0.0
20201121:0110,0.0,0.0,0.0,-0.41,0.34,0.0
20201121:0210,0.0,0.0,0.0,-0.55,0.41,0.0
20201121:0310,0.0,0.0,0.0,-0.6,0.48,0.0
20201121:0410,0.0,0.0,0.0,-0.75,0.55,0.0
20201121:0510,0.0,0.0,0.0,-0.87,0.55,0.0
20201121:0610,73.63,40.29,6.35,-0.89,0.55,0.0
20201121:0710,194.34,84.35,14.77,0.55,0.69,0.0
20201121:0810,409.47,159.43,21.48,1.11,1.17,0.0
20201121:0910,486.53,186.63,25.9,2.08,1.38,0.0
20201121:1010,245.47,103.15,27.51,2.71,1.45,0.0
20201121:1110,450.11,174.87,26.1,3.27,1.59,0.0
20201121:1210,372.38,147.77,21.85,3.32,1.72,0.0
20201121:1310,184.48,81.59,15.28,3.42,1.86,0.0
20201121:1410,2.91,7.74,6.96,2.84,1.79,0.0
20201121:1510,0.0,0.0,0.0,2.21,1.66,0.0
20201121:1610,0.0,0.0,0.0,1.7,1.66,0.0
20201121:1710,0.0,0.0,0.0,1.15,1.45,0.0
20201121:1810,0.0,0.0,0.0,0.56,1.38,0.0
20201121:1910,0.0,0.0,0.0,0.31,1.59,0.0
20201121:2010,0.0,0.0,0.0,0.2,1.52,0.0
20201121:2110,0.0,0.0,0.0,0.23,1.45,0.0
20201121:2210,0.0,0.0,0.0,-0.01,1.24,0.0
20201121:2310,0.0,0.0,0.0,-0.18,1.24,0.0
20201122:0010,0.0,0.0,0.0,-0.62,0.97,0.0
20201122:0110,0.0,0.0,0.0,-0.97,0.9,0.0
20201122:0210,0.0,0.0,0.0,-1.11,0.97,0.0
20201122:0310,0.0,0.0,0.0,-1.11,0.97,0.0
20201122:0410,0.0,0.0,0.0,-1.12,0.97,0.0
20201122:0510,0.0,0.0,0.0,-1.33,0.9,0.0
20201122:0610,194.05,91.95,6.14,-1.43,0.76,0.0
20201122:0710,882.66,330.04,14.55,0.36,1.03,0.0
20201122:0810,1405.38,512.57,21.26,1.32,0.9,0.0
20201122:0910,1557.63,571.43,25.67,2.48,0.69,0.0
20201122:1010,1349.02,495.57,27.29,3.57,0.69,0.0
20201122:1110,1622.78,600.59,25.9,4.28,0.76,0.0
20201122:1210,1488.83,552.27,21.68,4.75,0.69,0.0
20201122:1310,1046.78,393.94,15.13,5.05,0.55,0.0
20201122:1410,64.61,36.76,6.83,4.89,0.34,0.0
20201122:1510,0.0,0.0,0.0,4.02,0.83,0.0
20201122:1610,0.0,0.0,0.0,2.55,0.9,0.0
20201122:1710,0.0,0.0,0.0,1.8,0.97,0.0
20201122:1810,0.0,0.0,0.0,1.17,1.1,0.0
20201122:1910,0.0,0.0,0.0,0.4,1.1,0.0
20201122:2010,0.0,0.0,0.0,-0.33,1.31,0.0
20201122:2110,0.0,0.0,0.0,-0.67,1.31,0.0
20201122:2210,0.0,0.0,0.0,-0.86,1.31,0.0
20201122:2310,0.0,0.0,0.0,-0.87,1.24,0.0
20201123:0010,0.0,0.0,0.0,-0.9,1.24,0.0
20201123:0110,0.0,0.0,0.0,-0.95,1.24,0.0
20201123:0210,0.0,0.0,0.0,-1.03,1.24,0.0
20201123:0310,0.0,0.0,0.0,-1.21,1.31,0.0
20201123:0410,0.0,0.0,0.0,-1.47,1.45,0.0
20201123:0510,0.0,0.0,0.0,-1.76,1.52,0.0
20201123:0610,240.22,112.06,5.94,-1.78,1.45,0.0
20201123:0710,914.43,342.28,14.34,0.09,0.83,0.0
20201123:0810,1446.08,534.94,21.03,3.72,0.76,0.0
20201123:0910,1747.58,653.27,25.45,5.88,0.9,0.0
20201123:1010,1779.97,669.85,27.08,7.33,0.97,0.0
20201123:1110,1765.95,667.01,25.7,8.14,0.97,0.0
20201123:1210,1495.71,564.05,21.51,8.43,0.83,0.0
20201123:1310,1027.62,392.21,14.98,8.09,0.62,0.0
20201123:1410,61.5,35.79,6.71,7.23,0.55,0.0
20201123:1510,0.0,0.0,0.0,5.43,0.62,0.0
20201123:1610,0.0,0.0,0.0,3.74,1.03,0.0
20201123:1710,0.0,0.0,0.0,2.68,1.17,0.0
20201123:1810,0.0,0.0,0.0,1.65,1.38,0.0
20201123:1910,0.0,0.0,0.0,2.0,1.31,0.0
20201123:2010,0.0,0.0,0.0,1.38,1.38,0.0
20201123:2110,0.0,0.0,0.0,1.27,1.38,0.0
20201123:2210,0.0,0.0,0.0,1.09,1.38,0.0
20201123:2310,0.0,0.0,0.0,0.92,1.38,0.0
20201124:0010,0.0,0.0,0.0,0.75,1.31,0.0
20201124:0110,0.0,0.0,0.0,0.61,1.31,0.0
20201124:0210,0.0,0.0,0.0,0.5,1.24,0.0
20201124:0310,0.0,0.0,0.0,0.25,1.24,0.0
20201124:0410,0.0,0.0,0.0,-0.12,1.17,0.0
20201124:0510,0.0,0.0,0.0,-0.62,1.17,0.0
20201124:0610,59.26,33.86,5.74,-0.71,1.1,0.0
20201124:0710,628.38,238.06,14.13,-0.15,0.69,0.0
20201124:0810,880.74,323.45,20.82,1.7,0.97,0.0
20201124:0910,1184.74,431.49,25.23,2.74,1.24,0.0
20201124:1010,771.87,286.66,26.87,3.49,1.31,0.0
20201124:1110,970.53,356.25,25.52,3.86,1.52,0.0
20201124:1210,1362.5,497.99,21.34,3.98,1.59,0.0
20201124:1310,1041.47,387.01,14.84,3.8,1.52,0.0
20201124:1410,77.47,41.6,6.59,2.98,1.24,0.0
20201124:1510,0.0,0.0,0.0,1.78,1.17,0.0
20201124:1610,0.0,0.0,0.0,0.33,1.03,0.0
20201124:1710,0.0,0.0,0.0,-0.51,0.97,0.0
20201124:1810,0.0,0.0,0.0,-0.69,0.9,0.0
20201124:1910,0.0,0.0,0.0,-0.98,0.83,0.0
20201124:2010,0.0,0.0,0.0,-0.99,0.9,0.0
20201124:2110,0.0,0.0,0.0,-1.1,0.9,0.0
20201124:2210,0.0,0.0,0.0,-1.34,0.97,0.0
20201124:2310,0.0,0.0,0.0,-1.47,0.97,0.0
20201125:0010,0.0,0.0,0.0,-1.49,0.97,0.0
20201125:0110,0.0,0.0,0.0,-1.61,0.97,0.0
20201125:0210,0.0,0.0,0.0,-1.54,0.97,0.0
20201125:0310,0.0,0.0,0.0,-1.72,1.03,0.0
20201125:0410,0.0,0.0,0.0,-1.79,1.03,0.0
20201125:0510,0.0,0.0,0.0,-1.65,1.03,0.0
20201125:0610,57.09,32.89,5.54,-1.51,0.97,0.0
20201125:0710,403.36,157.02,13.92,-1.76,0.83,0.0
20201125:0810,896.48,329.42,20.6,1.73,0.83,0.0
20201125:0910,1095.3,402.27,25.02,3.89,1.03,0.0
20201125:1010,871.71,324.64,26.67,5.26,1.03,0.0
20201125:1110,832.99,311.97,25.33,6.13,1.03,0.0
20201125:1210,809.47,303.7,21.19,6.41,1.17,0.0
20201125:1310,666.46,254.87,14.71,6.06,1.1,0.0
20201125:1410,81.6,43.53,6.48,4.92,1.17,0.0
20201125:1510,0.0,0.0,0.0,2.71,0.97,0.0
20201125:1610,0.0,0.0,0.0,2.23,0.9,0.0
20201125:1710,0.0,0.0,0.0,1.44,0.97,0.0
20201125:1810,0.0,0.0,0.0,0.62,1.1,0.0
20201125:1910,0.0,0.0,0.0,0.55,1.03,0.0
20201125:2010,0.0,0.0,0.0,0.12,1.1,0.0
20201125:2110,0.0,0.0,0.0,-0.55,1.17,0.0
20201125:2210,0.0,0.0,0.0,-1.07,1.24,0.0
20201125:2310,0.0,0.0,0.0,-1.19,1.17,0.0
20201126:0010,0.0,0.0,0.0,-1.15,1.17,0.0
20201126:0110,0.0,0.0,0.0,-1.22,1.24,0.0
20201126:0210,0.0,0.0,0.0,-1.29,1.24,0.0
20201126:0310,0.0,0.0,0.0,-1.36,1.24,0.0
20201126:0410,0.0,0.0,0.0,-1.52,1.24,0.0
20201126:0510,0.0,0.0,0.0,-1.71,1.31,0.0
20201126:0610,57.18,32.89,5.34,-1.78,1.31,0.0
20201126:0710,475.81,183.06,13.72,-1.14,0.9,0.0
20201126:0810,1241.06,458.83,20.4,3.67,0.62,0.0
20201126:0910,1272.19,475.6,24.82,6.72,0.48,0.0
20201126:1010,1168.16,440.41,26.48,8.34,0.34,0.0
20201126:1110,1367.04,519.25,25.16,9.11,0.21,0.0
20201126:1210,1405.38,536.77,21.04,9.15,0.07,0.0
20201126:1310,1048.22,404.01,14.59,8.73,0.07,0.0
20201126:1410,58.88,34.83,6.38,8.02,0.14,0.0
20201126:1510,0.0,0.0,0.0,6.55,0.76,0.0
20201126:1610,0.0,0.0,0.0,4.65,1.1,0.0
20201126:1710,0.0,0.0,0.0,2.89,1.31,0.0
20201126:1810,0.0,0.0,0.0,2.02,1.38,0.0
20201126:1910,0.0,0.0,0.0,0.53,1.59,0.0
20201126:2010,0.0,0.0,0.0,-0.2,1.66,0.0
20201126:2110,0.0,0.0,0.0,-0.85,1.66,0.0
20201126:2210,0.0,0.0,0.0,-1.49,1.66,0.0
20201126:2310,0.0,0.0,0.0,-1.99,1.66,0.0
20201127:0010,0.0,0.0,0.0,-2.38,1.66,0.0
20201127:0110,0.0,0.0,0.0,-2.58,1.59,0.0
20201127:0210,0.0,0.0,0.0,-2.7,1.59,0.0
20201127:0310,0.0,0.0,0.0,-2.79,1.59,0.0
20201127:0410,0.0,0.0,0.0,-2.85,1.59,0.0
20201127:0510,0.0,0.0,0.0,-2.92,1.59,0.0
20201127:0610,55.1,31.92,5.15,-2.86,1.59,0.0
20201127:0710,671.33,252.58,13.52,-0.95,1.31,0.0
20201127:0810,1402.59,518.0,20.19,3.86,1.03,0.0
20201127:0910,1593.02,596.41,24.62,7.05,0.97,0.0
20201127:1010,1614.08,610.36,26.29,8.93,0.9,0.0
20201127:1110,1765.41,673.29,24.99,9.68,0.9,0.0
20201127:1210,1526.85,580.47,20.89,9.73,0.83,0.0
20201127:1310,1056.45,404.87,14.47,9.05,0.83,0.0
20201127:1410,59.17,34.83,6.29,7.2,0.97,0.0
20201127:1510,0.0,0.0,0.0,4.59,1.31,0.0
20201127:1610,0.0,0.0,0.0,2.7,1.52,0.0
20201127:1710,0.0,0.0,0.0,1.03,1.66,0.0
20201127:1810,0.0,0.0,0.0,-0.15,1.66,0.0
20201127:1910,0.0,0.0,0.0,-0.35,1.66,0.0
20201127:2010,0.0,0.0,0.0,-0.95,1.66,0.0
20201127:2110,0.0,0.0,0.0,-1.26,1.66,0.0
20201127:2210,0.0,0.0,0.0,-1.38,1.66,0.0
20201127:2310,0.0,0.0,0.0,-1.38,1.66,0.0
20201128:0010,0.0,0.0,0.0,-1.35,1.66,0.0
20201128:0110,0.0,0.0,0.0,-1.4,1.59,0.0
20201128:0210,0.0,0.0,0.0,-1.52,1.59,0.0
20201128:0310,0.0,0.0,0.0,-1.65,1.59,0.0
20201128:0410,0.0,0.0,0.0,-1.71,1.59,0.0
20201128:0510,0.0,0.0,0.0,-1.86,1.66,0.0
20201128:0610,50.08,29.99,4.96,-1.89,1.66,0.0
20201128:0710,903.42,338.47,13.32,-0.35,1.38,0.0
20201128:0810,1417.98,523.91,20.0,3.84,1.03,0.0
20201128:0910,1674.21,625.39,24.42,6.55,1.1,0.0
20201128:1010,1692.45,637.27,26.11,8.23,1.1,0.0
20201128:1110,1337.63,502.09,24.83,9.0,1.1,0.0
20201128:1210,1313.82,495.25,20.76,9.15,0.97,0.0
20201128:1310,931.9,356.91,14.36,8.56,0.76,0.0
20201128:1410,52.22,31.92,6.2,7.18,0.76,0.0
20201128:1510,0.0,0.0,0.0,5.29,1.03,0.0
20201128:1610,0.0,0.0,0.0,3.66,1.31,0.0
20201128:1710,0.0,0.0,0.0,2.24,1.45,0.0
20201128:1810,0.0,0.0,0.0,1.1,1.45,0.0
20201128:1910,0.0,0.0,0.0,1.71,1.17,0.0
20201128:2010,0.0,0.0,0.0,1.1,1.17,0.0
20201128:2110,0.0,0.0,0.0,0.74,1.17,0.0
20201128:2210,0.0,0.0,0.0,0.77,1.1,0.0
20201128:2310,0.0,0.0,0.0,0.87,1.03,0.0
20201129:0010,0.0,0.0,0.0,1.08,0.9,0.0
20201129:0110,0.0,0.0,0.0,1.29,0.76,0.0
20201129:0210,0.0,0.0,0.0,1.26,0.76,0.0
20201129:0310,0.0,0.0,0.0,1.05,0.69,0.0
20201129:0410,0.0,0.0,0.0,0.8,0.69,0.0
20201129:0510,0.0,0.0,0.0,0.57,0.69,0.0
20201129:0610,44.77,28.05,4.77,0.44,0.69,0.0
20201129:0710,873.09,331.15,13.13,0.54,0.48,0.0
20201129:0810,536.48,205.44,19.81,3.14,0.41,0.0
20201129:0910,541.86,208.81,24.24,5.11,0.62,0.0
20201129:1010,501.57,195.43,25.93,6.03,0.76,0.0
20201129:1110,596.7,229.34,24.67,6.58,0.69,0.0
20201129:1210,336.29,137.19,20.63,6.46,0.9,0.0
20201129:1310,321.15,131.75,14.25,5.87,0.9,0.0
20201129:1410,67.07,37.73,6.11,4.8,1.03,0.0
20201129:1510,0.0,0.0,0.0,2.9,1.1,0.0
20201129:1610,0.0,0.0,0.0,1.4,1.03,0.0
20201129:1710,0.0,0.0,0.0,0.96,0.97,0.0
20201129:1810,0.0,0.0,0.0,0.42,0.97,0.0
20201129:1910,0.0,0.0,0.0,-0.25,0.83,0.0
20201129:2010,0.0,0.0,0.0,-0.62,0.97,0.0
20201129:2110,0.0,0.0,0.0,-0.97,0.97,0.0
20201129:2210,0.0,0.0,0.0,-1.07,0.9,0.0
20201129:2310,0.0,0.0,0.0,-0.85,0.9,0.0
20201130:0010,0.0,0.0,0.0,-0.95,0.9,0.0
20201130:0110,0.0,0.0,0.0,-1.1,0.97,0.0
20201130:0210,0.0,0.0,0.0,-1.11,1.03,0.0
20201130:0310,0.0,0.0,0.0,-1.18,1.03,0.0
20201130:0410,0.0,0.0,0.0,-1.29,1.1,0.0
20201130:0510,0.0,0.0,0.0,-1.42,1.17,0.0
20201130:0610,0.0,3.87,4.59,-1.54,1.38,0.0
20201130:0710,230.11,96.46,12.95,-1.5,1.45,0.0
20201130:0810,504.1,189.66,19.62,-1.52,1.45,0.0
20201130:0910,152.8,68.77,24.05,-1.5,1.59,0.0
20201130:1010,185.82,80.55,25.76,-1.45,1.45,0.0
20201130:1110,133.66,61.89,24.53,-1.4,1.31,0.0
20201130:1210,106.91,52.07,20.5,-1.41,1.24,0.0
20201130:1310,30.18,21.61,14.16,-1.21,1.38,0.0
20201130:1410,25.15,19.35,6.04,-1.21,1.38,0.0
20201130:1510,0.0,0.0,0.0,-1.89,1.1,0.0
20201130:1610,0.0,0.0,0.0,-3.04,1.03,0.0
20201130:1710,0.0,0.0,0.0,-3.7,0.9,0.0
20201130:1810,0.0,0.0,0.0,-3.94,0.83,0.0
20201130:1910,0.0,0.0,0.0,-5.14,0.9,0.0
20201130:2010,0.0,0.0,0.0,-5.81,0.55,0.0
20201130:2110,0.0,0.0,0.0,-6.41,0.48,0.0
20201130:2210,0.0,0.0,0.0,-6.89,0.41,0.0
20201130:2310,0.0,0.0,0.0,-7.19,0.28,0.0
20201201:0010,0.0,0.0,0.0,-7.91,0.34,0.0
20201201:0110,0.0,0.0,0.0,-8.87,0.48,0.0
20201201:0210,0.0,0.0,0.0,-9.92,0.69,0.0
20201201:0310,0.0,0.0,0.0,-10.9,0.83,0.0
20201201:0410,0.0,0.0,0.0,-11.49,0.83,0.0
20201201:0510,0.0,0.0,0.0,-11.57,0.83,0.0
20201201:0610,40.32,25.15,4.41,-10.72,0.76,0.0
20201201:0710,236.8,96.55,12.77,-7.67,0.41,0.0
20201201:0810,946.08,337.27,19.44,-5.38,0.55,0.0
20201201:0910,820.45,294.54,23.88,-4.05,0.83,0.0
20201201:1010,768.22,278.29,25.6,-2.73,0.97,0.0
20201201:1110,647.74,238.34,24.39,-1.67,1.1,0.0
20201201:1210,681.95,250.28,20.39,-1.08,1.24,0.0
20201201:1310,581.57,217.82,14.06,-0.97,1.24,0.0
20201201:1410,74.27,39.66,5.97,-1.61,0.97,0.0
20201201:1510,0.0,0.0,0.0,-2.99,1.03,0.0
20201201:1610,0.0,0.0,0.0,-4.46,1.03,0.0
20201201:1710,0.0,0.0,0.0,-5.34,1.1,0.0
20201201:1810,0.0,0.0,0.0,-5.87,1.17,0.0
20201201:1910,0.0,0.0,0.0,-6.12,1.17,0.0
20201201:2010,0.0,0.0,0.0,-6.42,1.17,0.0
20201201:2110,0.0,0.0,0.0,-6.65,1.17,0.0
20201201:2210,0.0,0.0,0.0,-6.86,1.17,0.0
20201201:2310,0.0,0.0,0.0,-7.27,1.24,0.0
20201202:0010,0.0,0.0,0.0,-7.47,1.24,0.0
20201202:0110,0.0,0.0,0.0,-7.32,1.24,0.0
20201202:0210,0.0,0.0,0.0,-6.95,1.1,0.0
20201202:0310,0.0,0.0,0.0,-7.35,1.1,0.0
20201202:0410,0.0,0.0,0.0,-7.32,1.1,0.0
20201202:0510,0.0,0.0,0.0,-7.2,1.1,0.0
20201202:0610,37.18,24.18,4.24,-6.87,1.17,0.0
20201202:0710,343.23,134.5,12.59,-5.32,1.03,0.0
20201202:0810,1038.53,372.51,19.26,-3.16,0.76,0.0
20201202:0910,867.23,315.17,23.71,-0.75,0.69,0.0
20201202:1010,943.81,345.2,25.45,1.16,0.48,0.0
20201202:1110,806.78,298.16,24.25,2.03,0.48,0.0
20201202:1210,643.1,241.58,20.28,2.67,0.62,0.0
20201202:1310,535.97,205.98,13.98,2.99,0.69,0.0
20201202:1410,72.77,39.66,5.9,2.4,0.9,0.0
20201202:1510,0.0,0.0,0.0,0.77,1.17,0.0
20201202:1610,0.0,0.0,0.0,-0.58,1.24,0.0
20201202:1710,0.0,0.0,0.0,-1.31,1.38,0.0
20201202:1810,0.0,0.0,0.0,-2.09,1.52,0.0
20201202:1910,0.0,0.0,0.0,-2.78,1.66,0.0
20201202:2010,0.0,0.0,0.0,-2.86,1.59,0.0
20201202:2110,0.0,0.0,0.0,-3.39,1.59,0.0
20201202:2210,0.0,0.0,0.0,-3.41,1.66,0.0
20201202:2310,0.0,0.0,0.0,-3.07,1.66,0.0
20201203:0010,0.0,0.0,0.0,-2.97,1.59,0.0
20201203:0110,0.0,0.0,0.0,-3.22,1.66,0.0
20201203:0210,0.0,0.0,0.0,-3.13,1.66,0.0
20201203:0310,0.0,0.0,0.0,-3.17,1.72,0.0
20201203:0410,0.0,0.0,0.0,-3.3,1.66,0.0
20201203:0510,0.0,0.0,0.0,-3.23,1.66,0.0
20201203:0610,34.18,23.22,4.07,-3.0,1.66,0.0
20201203:0710,393.57,154.63,12.42,-1.2,1.52,0.0
20201203:0810,1119.84,409.16,19.09,1.96,1.24,0.0
20201203:0910,996.13,366.29,23.55,4.15,1.31,0.0
20201203:1010,1067.94,394.45,25.3,5.88,1.45,0.0
20201203:1110,896.48,334.6,24.13,6.88,1.45,0.0
20201203:1210,910.21,340.56,20.18,7.28,1.38,0.0
20201203:1310,978.94,371.22,13.9,6.94,1.17,0.0
20201203:1410,4.26,8.71,5.85,5.51,1.45,0.0
20201203:1510,0.0,0.0,0.0,3.29,1.66,0.0
20201203:1610,0.0,0.0,0.0,1.36,1.79,0.0
20201203:1710,0.0,0.0,0.0,0.32,1.79,0.0
20201203:1810,0.0,0.0,0.0,-0.43,1.79,0.0
20201203:1910,0.0,0.0,0.0,-1.12,1.93,0.0
20201203:2010,0.0,0.0,0.0,-1.91,1.93,0.0
